data_name,bias1,ml_name,method_name,Intercept,bias_type
juvenile,-0.019214023119209,MLP,multi_v2,0.57349976657045,bias two
compas,0.039909064750752,KNN,mean_v1,0.574867257181927,bias two
compas,-0.002194411173186,KNN,mean_v2,0.596056031387467,bias two
compas,0.056687783475349,KNN,similar_v1,0.577208634136152,bias two
compas,-0.003067090954156,KNN,similar_v2,0.595711494243975,bias two
compas,0.0501384340155,KNN,multi_v1,0.582427628553801,bias two
compas,0.047264795470676,KNN,multi_v2,0.583931527685728,bias two
compas,0.086165582786217,LinearSVC,mean_v1,0.534122658012608,bias two
compas,-0.017177169691909,LinearSVC,mean_v2,0.618080124413869,bias two
compas,0.082997986133261,LinearSVC,similar_v1,0.535627885134835,bias two
compas,-0.001649359107267,LinearSVC,similar_v2,0.599638810799409,bias two
compas,0.094745842492955,LinearSVC,multi_v1,0.525351368273308,bias two
compas,0.080011369359909,LinearSVC,multi_v2,0.545333930497029,bias two
compas,0.130892079096417,SVC,mean_v1,0.487167853376743,bias two
compas,-0.001318010565652,SVC,mean_v2,0.591395636750425,bias two
compas,0.096685944813518,SVC,similar_v1,0.524012152993401,bias two
compas,-0.000791617961262,SVC,similar_v2,0.583574749701417,bias two
compas,0.106949587605825,SVC,multi_v1,0.509979723875659,bias two
compas,0.069291712932689,SVC,multi_v2,0.532852240494885,bias two
compas,0.157061458748983,Forest,mean_v1,0.410290935892905,bias two
compas,0.003655327353049,Forest,mean_v2,0.514895678228543,bias two
compas,0.076802935872059,Forest,similar_v1,0.564685054998594,bias two
compas,0.002695776638238,Forest,similar_v2,0.627704307481524,bias two
compas,0.077465270064132,Forest,multi_v1,0.565708483457574,bias two
compas,0.053004156012493,Forest,multi_v2,0.574210693899789,bias two
compas,0.090677198235732,LogReg,mean_v1,0.533753673021397,bias two
compas,-0.016244252099361,LogReg,mean_v2,0.623090286686783,bias two
compas,0.079450159796334,LogReg,similar_v1,0.545202010283199,bias two
compas,-0.00567417857244,LogReg,similar_v2,0.60883956926265,bias two
compas,0.09508810283838,LogReg,multi_v1,0.529516344981655,bias two
compas,0.080068245546472,LogReg,multi_v2,0.548260054863047,bias two
compas,0.129258125674444,Tree,mean_v1,0.459889359444716,bias two
compas,0.001024330730607,Tree,mean_v2,0.54209894760862,bias two
compas,0.091612332505211,Tree,similar_v1,0.540907548425081,bias two
compas,0.010572560236927,Tree,similar_v2,0.594159677904402,bias two
compas,0.1005845974023,Tree,multi_v1,0.531524213201188,bias two
compas,0.088767625923003,Tree,multi_v2,0.534929151792622,bias two
compas,0.071462337675024,MLP,mean_v1,0.528685350285948,bias two
compas,-0.001767875622997,MLP,mean_v2,0.579205776190981,bias two
compas,0.089531802377122,MLP,similar_v1,0.52158171128147,bias two
compas,-0.000634709526263,MLP,similar_v2,0.578915158725023,bias two
compas,0.10229735806976,MLP,multi_v1,0.517134732722655,bias two
compas,0.075990615749542,MLP,multi_v2,0.535717915878232,bias two
adult,0.114647009645841,KNN,mean_v1,0.587236692392182,bias two
adult,-0.019052263499565,KNN,mean_v2,0.721771752054401,bias two
adult,0.155692520838285,KNN,similar_v1,0.533592422750788,bias two
adult,0.074479049824641,KNN,similar_v2,0.615270329508577,bias two
adult,0.168186093139672,KNN,multi_v1,0.529873978586983,bias two
adult,0.158249131853808,KNN,multi_v2,0.561417385241327,bias two
adult,0.07499541124805,LinearSVC,mean_v1,0.591885980150146,bias two
adult,-0.030300983144489,LinearSVC,mean_v2,0.695959848881957,bias two
adult,0.083403465741962,LinearSVC,similar_v1,0.572434264656065,bias two
adult,0.009348289135426,LinearSVC,similar_v2,0.660967421517639,bias two
adult,0.123637436107427,LinearSVC,multi_v1,0.515506697476916,bias two
adult,0.074226435612957,LinearSVC,multi_v2,0.578119739539108,bias two
adult,0.082852879548662,SVC,mean_v1,0.523978519374395,bias two
adult,-0.01499298267584,SVC,mean_v2,0.686544278284113,bias two
adult,0.057492297445558,SVC,similar_v1,0.592998136061547,bias two
adult,0.036137937880388,SVC,similar_v2,0.634661802196696,bias two
adult,0.080890035985453,SVC,multi_v1,0.540642467586384,bias two
adult,0.072768063524424,SVC,multi_v2,0.573866505628285,bias two
adult,0.134379022826845,Forest,mean_v1,0.451741240079081,bias two
adult,-0.000284694574458,Forest,mean_v2,0.595737468120133,bias two
adult,0.089709484889899,Forest,similar_v1,0.573069462227149,bias two
adult,0.078893190296255,Forest,similar_v2,0.600053354163466,bias two
adult,0.043143912940541,Forest,multi_v1,0.67796517448142,bias two
adult,0.04640516859966,Forest,multi_v2,0.679499533662778,bias two
adult,0.098926051326756,LogReg,mean_v1,0.571840679020078,bias two
adult,-0.030354582856276,LogReg,mean_v2,0.697952128449086,bias two
adult,0.090170666793573,LogReg,similar_v1,0.57667889547253,bias two
adult,0.00931586224688,LogReg,similar_v2,0.664011510016225,bias two
adult,0.135890805289219,LogReg,multi_v1,0.513609228419959,bias two
adult,0.078765288466367,LogReg,multi_v2,0.580759094806137,bias two
adult,0.12669977800284,Tree,mean_v1,0.486679669363979,bias two
adult,0.007348240924178,Tree,mean_v2,0.601706884916312,bias two
adult,0.10063097340642,Tree,similar_v1,0.576947089287728,bias two
adult,0.097861040637451,Tree,similar_v2,0.581289071929922,bias two
adult,0.084231763902663,Tree,multi_v1,0.601041365103426,bias two
adult,0.088482656033743,Tree,multi_v2,0.599488316185092,bias two
adult,0.049825000810917,MLP,mean_v1,0.61632335697442,bias two
adult,-0.002488491856684,MLP,mean_v2,0.736209195236862,bias two
adult,0.057129682629508,MLP,similar_v1,0.602155373892948,bias two
adult,0.016281176382772,MLP,similar_v2,0.677338013951749,bias two
adult,0.06112196194071,MLP,multi_v1,0.5867299426971,bias two
adult,0.062483914131852,MLP,multi_v2,0.59300424537933,bias two
communities,0.013902113511473,KNN,mean_v1,0.679700272824833,bias two
communities,0.002621794303566,KNN,mean_v2,0.654818095848256,bias two
communities,0.019896288892944,KNN,similar_v1,0.666146827578308,bias two
communities,0.006053276931178,KNN,similar_v2,0.629687955180168,bias two
communities,0.015136188721893,KNN,multi_v1,0.687757925693758,bias two
communities,0.006902875227482,KNN,multi_v2,0.663873617606757,bias two
communities,0.002724499681933,LinearSVC,mean_v1,0.768619714499348,bias two
communities,0.00332914695348,LinearSVC,mean_v2,0.635562808284442,bias two
communities,0.012484602316038,LinearSVC,similar_v1,0.724612953501604,bias two
communities,-0.00031131855487,LinearSVC,similar_v2,0.635058136049939,bias two
communities,0.020690745216891,LinearSVC,multi_v1,0.682898770322951,bias two
communities,0.019889898955433,LinearSVC,multi_v2,0.661970332882559,bias two
communities,0.003607954322922,SVC,mean_v1,0.749919278355253,bias two
communities,0.000481676435959,SVC,mean_v2,0.719387780970917,bias two
communities,0.010608136981317,SVC,similar_v1,0.721327565296388,bias two
communities,0.001879432713031,SVC,similar_v2,0.687979612346188,bias two
communities,0.009203541630409,SVC,multi_v1,0.710926678149596,bias two
communities,0.010188812014579,SVC,multi_v2,0.677292116439135,bias two
communities,0.009077725338757,Forest,mean_v1,0.72290296650008,bias two
communities,-0.011136850166135,Forest,mean_v2,0.719093419997813,bias two
communities,0.007324190777302,Forest,similar_v1,0.754751485170104,bias two
communities,0.000396946176723,Forest,similar_v2,0.760532326994127,bias two
communities,0.009197022035212,Forest,multi_v1,0.733418529410147,bias two
communities,0.015495354430665,Forest,multi_v2,0.693706466530853,bias two
communities,0.001888805972278,LogReg,mean_v1,0.775872653286946,bias two
communities,0.001701582706536,LogReg,mean_v2,0.642555231619179,bias two
communities,0.012974847462398,LogReg,similar_v1,0.724018691954275,bias two
communities,0.000413037698787,LogReg,similar_v2,0.638656388782313,bias two
communities,0.020450088782842,LogReg,multi_v1,0.682715474146067,bias two
communities,0.021865442255858,LogReg,multi_v2,0.659661066856856,bias two
communities,0.020687805013403,Tree,mean_v1,0.627929011233158,bias two
communities,-0.00516978497626,Tree,mean_v2,0.642195853189363,bias two
communities,0.018464514866221,Tree,similar_v1,0.676109386981682,bias two
communities,0.003212872993784,Tree,similar_v2,0.664412236180625,bias two
communities,0.022774374383434,Tree,multi_v1,0.645144824592333,bias two
communities,0.026325729644423,Tree,multi_v2,0.636361096349341,bias two
communities,0.00200133009605,MLP,mean_v1,0.776129942712705,bias two
communities,0.00057425394467,MLP,mean_v2,0.725026354503927,bias two
communities,0.010499427603999,MLP,similar_v1,0.727095913526138,bias two
communities,0.003238409097983,MLP,similar_v2,0.678613714856193,bias two
communities,0.011126399457353,MLP,multi_v1,0.712758826445807,bias two
communities,0.012986372889711,MLP,multi_v2,0.678282338926411,bias two
titanic,0.074363035417772,KNN,mean_v1,0.573244686532062,new bias
titanic,0.036575119084369,KNN,mean_v2,0.574176858033664,new bias
titanic,0.053086373043859,KNN,similar_v1,0.582197249312717,new bias
titanic,-0.004116018413587,KNN,similar_v2,0.579996198547477,new bias
titanic,0.055251408041507,KNN,multi_v1,0.559107350135858,new bias
titanic,0.025662078275781,KNN,multi_v2,0.559396203733225,new bias
titanic,-0.001601474693067,LinearSVC,mean_v1,0.639470815709946,new bias
titanic,-0.009626253495191,LinearSVC,mean_v2,0.598086743748353,new bias
titanic,-0.024439067638245,LinearSVC,similar_v1,0.647571305451394,new bias
titanic,-0.080637620271078,LinearSVC,similar_v2,0.627611666558907,new bias
titanic,-0.055310192148018,LinearSVC,multi_v1,0.624649099427802,new bias
titanic,-0.080705773702577,LinearSVC,multi_v2,0.613447804460656,new bias
titanic,0.037140988560847,SVC,mean_v1,0.638344155710946,new bias
titanic,0.062618562216426,SVC,mean_v2,0.596977428781442,new bias
titanic,0.051162960552759,SVC,similar_v1,0.627055408542258,new bias
titanic,-0.023248000533308,SVC,similar_v2,0.623452442242918,new bias
titanic,0.020841889762677,SVC,multi_v1,0.607409442186084,new bias
titanic,-0.029402420582777,SVC,multi_v2,0.608236405123465,new bias
titanic,0.194244210947189,Forest,mean_v1,0.546892198480169,new bias
titanic,0.175798389034415,Forest,mean_v2,0.537163013093165,new bias
titanic,0.158195452943182,Forest,similar_v1,0.58989092299092,new bias
titanic,0.107846609713203,Forest,similar_v2,0.60195808974324,new bias
titanic,0.153397962702743,Forest,multi_v1,0.582829274562567,new bias
titanic,0.131878316102416,Forest,multi_v2,0.58969198887981,new bias
titanic,0.03650547395656,LogReg,mean_v1,0.627704508737097,new bias
titanic,-0.009049150797048,LogReg,mean_v2,0.610884832377807,new bias
titanic,0.008556086982871,LogReg,similar_v1,0.647208469044642,new bias
titanic,-0.082893750316301,LogReg,similar_v2,0.635778357091234,new bias
titanic,-0.01295450781122,LogReg,multi_v1,0.617704463849239,new bias
titanic,-0.056016549665033,LogReg,multi_v2,0.60909692847078,new bias
titanic,0.156261299034802,Tree,mean_v1,0.555951311743399,new bias
titanic,0.123077845847845,Tree,mean_v2,0.551063612980336,new bias
titanic,0.159583076062725,Tree,similar_v1,0.565606344104704,new bias
titanic,0.080129759316717,Tree,similar_v2,0.589082252735551,new bias
titanic,0.145951664209123,Tree,multi_v1,0.564802413688238,new bias
titanic,0.127971909223824,Tree,multi_v2,0.571463047000711,new bias
titanic,0.023435452570346,MLP,mean_v1,0.613289022135834,new bias
titanic,0.03661225529592,MLP,mean_v2,0.606807744666419,new bias
titanic,0.012165570148678,MLP,similar_v1,0.62529000135511,new bias
titanic,-0.035413107292981,MLP,similar_v2,0.61501355853761,new bias
titanic,-0.014775601955999,MLP,multi_v1,0.606583403313134,new bias
titanic,-0.070347832060681,MLP,multi_v2,0.611935469928869,new bias
german,0.004550891359268,KNN,mean_v1,0.633327418204921,new bias
german,-0.077709235641157,KNN,mean_v2,0.660282333151764,new bias
german,0.013616268291832,KNN,similar_v1,0.620827586349328,new bias
german,-0.056242980292112,KNN,similar_v2,0.6413229987926,new bias
german,0.012932651209861,KNN,multi_v1,0.622279705838223,new bias
german,-0.010277085347846,KNN,multi_v2,0.630787419580138,new bias
german,0.000689791002595,LinearSVC,mean_v1,0.645564305579059,new bias
german,-0.12223899064186,LinearSVC,mean_v2,0.678673688721313,new bias
german,-0.008988357126411,LinearSVC,similar_v1,0.638913393277503,new bias
german,-0.127553141089837,LinearSVC,similar_v2,0.673807254293227,new bias
german,-0.054531474864613,LinearSVC,multi_v1,0.625427887518468,new bias
german,-0.121991247855698,LinearSVC,multi_v2,0.639457239799367,new bias
german,0.039394719400552,SVC,mean_v1,0.629185837990365,new bias
german,-0.08064941310204,SVC,mean_v2,0.659783915152352,new bias
german,-0.004924759786448,SVC,similar_v1,0.631505715956409,new bias
german,-0.110180841676972,SVC,similar_v2,0.660443254905164,new bias
german,-0.048646932752197,SVC,multi_v1,0.623523178541011,new bias
german,-0.095607473199274,SVC,multi_v2,0.639918069885125,new bias
german,0.134319381650294,Forest,mean_v1,0.557852390761573,new bias
german,-0.062902830883678,Forest,mean_v2,0.631525775874128,new bias
german,0.018508321516565,Forest,similar_v1,0.683965996493577,new bias
german,-0.091950015732544,Forest,similar_v2,0.713175785685124,new bias
german,0.01733621730166,Forest,multi_v1,0.683769564407753,new bias
german,-0.017411710658582,Forest,multi_v2,0.698969908100211,new bias
german,0.004459475780655,LogReg,mean_v1,0.649289792830267,new bias
german,-0.108208532943353,LogReg,mean_v2,0.678928667888367,new bias
german,-0.023928677561103,LogReg,similar_v1,0.646324745719968,new bias
german,-0.123996566338956,LogReg,similar_v2,0.677557362293557,new bias
german,-0.050853795710317,LogReg,multi_v1,0.628695061637111,new bias
german,-0.11675224521609,LogReg,multi_v2,0.640389204105104,new bias
german,0.084151414966391,Tree,mean_v1,0.55313723382121,new bias
german,-0.052530962520011,Tree,mean_v2,0.61212245365773,new bias
german,0.009269987416002,Tree,similar_v1,0.630026481120199,new bias
german,-0.093369041456972,Tree,similar_v2,0.658767182323921,new bias
german,-0.002863612398126,Tree,multi_v1,0.621441276079194,new bias
german,-0.034750098309375,Tree,multi_v2,0.629513823494755,new bias
german,-0.005455517951694,MLP,mean_v1,0.646673108802382,new bias
german,-0.086209316949453,MLP,mean_v2,0.673509966870889,new bias
german,-0.013741389706261,MLP,similar_v1,0.642241149032858,new bias
german,-0.091561887073105,MLP,similar_v2,0.668181279725507,new bias
german,-0.014697879219369,MLP,multi_v1,0.649049426846876,new bias
german,-0.041194549143897,MLP,multi_v2,0.663458730845999,new bias
juvenile,-0.051648440190234,KNN,mean_v1,0.623159826723118,new bias
juvenile,-0.070354759159034,KNN,mean_v2,0.637961754081604,new bias
juvenile,0.00735419085679,KNN,similar_v1,0.609589107001519,new bias
juvenile,-0.099376503867039,KNN,similar_v2,0.629500294015685,new bias
juvenile,0.00379194670372,KNN,multi_v1,0.608869028131227,new bias
juvenile,0.00823270374222,KNN,multi_v2,0.608235195975824,new bias
juvenile,0.038454810744955,LinearSVC,mean_v1,0.609097418201307,new bias
juvenile,-0.126275551551364,LinearSVC,mean_v2,0.647315177216919,new bias
juvenile,0.018627727761355,LinearSVC,similar_v1,0.605407840638028,new bias
juvenile,-0.104034784930456,LinearSVC,similar_v2,0.634871275967485,new bias
juvenile,-0.012227274583691,LinearSVC,multi_v1,0.591040051680983,new bias
juvenile,-0.109225633159237,LinearSVC,multi_v2,0.607283810349843,new bias
juvenile,0.296483124913516,SVC,mean_v1,0.372808798948997,new bias
juvenile,0.123873001382974,SVC,mean_v2,0.390268455245408,new bias
juvenile,0.121523199115065,SVC,similar_v1,0.411990281597401,new bias
juvenile,0.07386767399964,SVC,similar_v2,0.413217785167853,new bias
juvenile,0.055832977087626,SVC,multi_v1,0.454649890408685,new bias
juvenile,0.025222119092246,SVC,multi_v2,0.446218986237136,new bias
juvenile,0.434085156381541,Forest,mean_v1,0.475912659718694,new bias
juvenile,-0.051295593521036,Forest,mean_v2,0.573223746946804,new bias
juvenile,0.000681972096908,Forest,similar_v1,0.659173868858015,new bias
juvenile,-0.129557539655958,Forest,similar_v2,0.692748460299011,new bias
juvenile,-0.025910043923112,Forest,multi_v1,0.642454068204561,new bias
juvenile,-0.037804101337787,Forest,multi_v2,0.651067048835146,new bias
juvenile,0.045022118830983,LogReg,mean_v1,0.606766457043959,new bias
juvenile,-0.124359191638354,LogReg,mean_v2,0.646441949639646,new bias
juvenile,0.019084254563646,LogReg,similar_v1,0.605320479534044,new bias
juvenile,-0.106795383646551,LogReg,similar_v2,0.635706082925818,new bias
juvenile,-0.009395348697304,LogReg,multi_v1,0.590516978215781,new bias
juvenile,-0.106879934157209,LogReg,multi_v2,0.606868747920393,new bias
juvenile,0.16200063621788,Tree,mean_v1,0.523346854394765,new bias
juvenile,-0.043551898053531,Tree,mean_v2,0.595177536171491,new bias
juvenile,-0.040462016385377,Tree,similar_v1,0.658993953125261,new bias
juvenile,-0.164428021965844,Tree,similar_v2,0.689782717243504,new bias
juvenile,-0.040145237887155,Tree,multi_v1,0.624969897619474,new bias
juvenile,-0.039416891205487,Tree,multi_v2,0.629987494525227,new bias
juvenile,0.132444622558263,MLP,mean_v1,0.568264096574581,new bias
juvenile,-0.069863312495224,MLP,mean_v2,0.604541295319585,new bias
juvenile,0.069031020924522,MLP,similar_v1,0.577481509442745,new bias
juvenile,-0.061567731037769,MLP,similar_v2,0.596420672390532,new bias
juvenile,0.08249807747914,MLP,multi_v1,0.55452860880101,new bias
juvenile,-0.02742775238571,MLP,multi_v2,0.569437944375037,new bias
compas,0.125311900764079,KNN,mean_v1,0.576247058578448,new bias
compas,-0.062014458293121,KNN,mean_v2,0.613400288955679,new bias
compas,0.145281916071252,KNN,similar_v1,0.577583588606175,new bias
compas,-0.055082799359438,KNN,similar_v2,0.60225614256612,new bias
compas,0.163174719836596,KNN,multi_v1,0.57864741527616,new bias
compas,0.146498657525111,KNN,multi_v2,0.580933121161461,new bias
compas,0.254282189690274,LinearSVC,mean_v1,0.528622224392382,new bias
compas,-0.103450448326063,LinearSVC,mean_v2,0.640490657509321,new bias
compas,0.244953235744783,LinearSVC,similar_v1,0.528668119553344,new bias
compas,-0.014521361616456,LinearSVC,similar_v2,0.602486065051021,new bias
compas,0.280300541105585,LinearSVC,multi_v1,0.51447184814399,new bias
compas,0.224950891648097,LinearSVC,multi_v2,0.538740303891743,new bias
compas,0.38204955606693,SVC,mean_v1,0.484021628436711,new bias
compas,-0.019952412413233,SVC,mean_v2,0.596908822749188,new bias
compas,0.269917693822945,SVC,similar_v1,0.519893275251596,new bias
compas,-0.008165693969784,SVC,similar_v2,0.584990755436385,new bias
compas,0.29925728741999,SVC,multi_v1,0.501496293793121,new bias
compas,0.215003008109063,SVC,multi_v2,0.523818542938501,new bias
compas,0.685641711272839,Forest,mean_v1,0.382168783561063,new bias
compas,0.271221438283828,Forest,mean_v2,0.440037591735245,new bias
compas,0.298317868693864,Forest,similar_v1,0.550496864310223,new bias
compas,-0.017836257626695,Forest,similar_v2,0.633632848332005,new bias
compas,0.272866095750959,Forest,multi_v1,0.553804931617964,new bias
compas,0.14362111555251,Forest,multi_v2,0.575320943633023,new bias
compas,0.264700322077473,LogReg,mean_v1,0.531852708650107,new bias
compas,-0.103193121839588,LogReg,mean_v2,0.647448934624781,new bias
compas,0.237980783110809,LogReg,similar_v1,0.53889785696272,new bias
compas,-0.030245795946361,LogReg,similar_v2,0.613068975387683,new bias
compas,0.284494349522642,LogReg,multi_v1,0.518862716858485,new bias
compas,0.222899248309929,LogReg,multi_v2,0.542543350642379,new bias
compas,0.534579370297244,Tree,mean_v1,0.429341375239061,new bias
compas,0.039343613614777,Tree,mean_v2,0.527506744901654,new bias
compas,0.303277047779422,Tree,similar_v1,0.530251239994223,new bias
compas,-0.001341175362239,Tree,similar_v2,0.601374145417006,new bias
compas,0.33845642672952,Tree,multi_v1,0.515426433258585,new bias
compas,0.247785045672794,Tree,multi_v2,0.530145573964676,new bias
compas,0.281190349121614,MLP,mean_v1,0.517363808785039,new bias
compas,0.022084653947924,MLP,mean_v2,0.572656478855565,new bias
compas,0.256655716974985,MLP,similar_v1,0.518564933634714,new bias
compas,0.011890474074031,MLP,similar_v2,0.575769093834913,new bias
compas,0.277470883895243,MLP,multi_v1,0.513898172131025,new bias
compas,0.272335483511453,MLP,multi_v2,0.521697758271449,new bias
adult,0.380857381893451,KNN,mean_v1,0.598316945945893,new bias
adult,-0.179729238831066,KNN,mean_v2,0.770015190925939,new bias
adult,0.5114565298696,KNN,similar_v1,0.531875001510239,new bias
adult,0.052614917429182,KNN,similar_v2,0.645597982253318,new bias
adult,0.585750331272221,KNN,multi_v1,0.513608123004089,new bias
adult,0.630175824674344,KNN,multi_v2,0.540556270930951,new bias
adult,0.165490035338362,LinearSVC,mean_v1,0.603435011560429,new bias
adult,-0.103399426146215,LinearSVC,mean_v2,0.702047546946094,new bias
adult,0.208397849202006,LinearSVC,similar_v1,0.576289886807012,new bias
adult,0.051651264322455,LinearSVC,similar_v2,0.654191068356786,new bias
adult,0.3135301744177,LinearSVC,multi_v1,0.504673679087627,new bias
adult,0.192169260738477,LinearSVC,multi_v2,0.573087043323263,new bias
adult,0.623675627936313,SVC,mean_v1,0.407934208470934,new bias
adult,-0.117782549156779,SVC,mean_v2,0.71063821576171,new bias
adult,0.289125229354154,SVC,similar_v1,0.580123108423812,new bias
adult,0.068327067916627,SVC,similar_v2,0.658240234706586,new bias
adult,0.529628586632951,SVC,multi_v1,0.465112520257431,new bias
adult,0.472637097448072,SVC,multi_v2,0.541806496293864,new bias
adult,1.37916789359517,Forest,mean_v1,0.330052475626196,new bias
adult,0.007207834595956,Forest,mean_v2,0.593678603839295,new bias
adult,0.641419050225685,Forest,similar_v1,0.574724307654231,new bias
adult,-0.12241243783285,Forest,similar_v2,0.770713530710072,new bias
adult,0.319349156430445,Forest,multi_v1,0.675304930674419,new bias
adult,0.387976880822122,Forest,multi_v2,0.663435490070911,new bias
adult,0.223848011925015,LogReg,mean_v1,0.582789619841714,new bias
adult,-0.112300628428365,LogReg,mean_v2,0.707291746267811,new bias
adult,0.227028482808555,LogReg,similar_v1,0.580708575667328,new bias
adult,0.053427112000185,LogReg,similar_v2,0.657183737398059,new bias
adult,0.345696980802713,LogReg,multi_v1,0.502539913396203,new bias
adult,0.20367335039408,LogReg,multi_v2,0.575915911640194,new bias
adult,1.05592802984472,Tree,mean_v1,0.39286946202667,new bias
adult,-0.004382206837968,Tree,mean_v2,0.611701050528487,new bias
adult,0.792946702722705,Tree,similar_v1,0.532107195121566,new bias
adult,-0.035741597060734,Tree,similar_v2,0.720367723400723,new bias
adult,0.593755782942605,Tree,multi_v1,0.563719598307469,new bias
adult,0.61680750126161,Tree,multi_v2,0.555706530887371,new bias
adult,0.425702029934624,MLP,mean_v1,0.5648752896735,new bias
adult,-0.166273429956391,MLP,mean_v2,0.83118500505953,new bias
adult,0.436783484006375,MLP,similar_v1,0.553514541419137,new bias
adult,-0.129934604499455,MLP,similar_v2,0.758303407384096,new bias
adult,0.472302379572949,MLP,multi_v1,0.531339667679703,new bias
adult,0.535695316246789,MLP,multi_v2,0.524575987485695,new bias
communities,0.067851750579378,KNN,mean_v1,0.668976976815009,new bias
communities,0.047281531618847,KNN,mean_v2,0.631064148714057,new bias
communities,0.128651806376153,KNN,similar_v1,0.635205929812763,new bias
communities,0.122477581536226,KNN,similar_v2,0.577528931877457,new bias
communities,0.079880954994598,KNN,multi_v1,0.674606793099122,new bias
communities,0.045192522225728,KNN,multi_v2,0.652911516742286,new bias
communities,0.062390092489482,LinearSVC,mean_v1,0.739166042136156,new bias
communities,0.042612009403821,LinearSVC,mean_v2,0.620927862126411,new bias
communities,0.083554899729926,LinearSVC,similar_v1,0.71069112988452,new bias
communities,0.080002233126103,LinearSVC,similar_v2,0.597344775704838,new bias
communities,0.083174928910752,LinearSVC,multi_v1,0.680934071106455,new bias
communities,0.118224098493942,LinearSVC,multi_v2,0.64143389608439,new bias
communities,0.068588147046532,SVC,mean_v1,0.71945734488245,new bias
communities,0.014937831325987,SVC,mean_v2,0.711837462080214,new bias
communities,0.07019942891735,SVC,similar_v1,0.709116786032887,new bias
communities,0.071955435256881,SVC,similar_v2,0.654423876861327,new bias
communities,0.06456715757371,SVC,multi_v1,0.700455811432593,new bias
communities,0.028617259100485,SVC,multi_v2,0.683519928164245,new bias
communities,0.172999841118676,Forest,mean_v1,0.653879742320104,new bias
communities,-0.148170262764184,Forest,mean_v2,0.759608896652919,new bias
communities,0.068842742469636,Forest,similar_v1,0.737266754326211,new bias
communities,0.017135456892533,Forest,similar_v2,0.75184115726446,new bias
communities,0.081982039851922,Forest,multi_v1,0.715988110154042,new bias
communities,0.086685452248735,Forest,multi_v2,0.687966356762603,new bias
communities,0.056682809330104,LogReg,mean_v1,0.746684921198052,new bias
communities,0.042012212602255,LogReg,mean_v2,0.624809068918589,new bias
communities,0.080340718955227,LogReg,similar_v1,0.713501128881692,new bias
communities,0.070981483945122,LogReg,similar_v2,0.606513744256872,new bias
communities,0.083297652630533,LogReg,multi_v1,0.680423817044426,new bias
communities,0.115831230091499,LogReg,multi_v2,0.644968492297434,new bias
communities,0.146163801553597,Tree,mean_v1,0.590828727542004,new bias
communities,-0.05929408553165,Tree,mean_v2,0.664365331203188,new bias
communities,0.090117478464461,Tree,similar_v1,0.66443267799241,new bias
communities,0.049371272664443,Tree,similar_v2,0.644178193321729,new bias
communities,0.078379308223331,Tree,multi_v1,0.643414660980996,new bias
communities,0.086861793283179,Tree,multi_v2,0.637735597185011,new bias
communities,0.049729882364128,MLP,mean_v1,0.751868174405562,new bias
communities,0.032394496122879,MLP,mean_v2,0.705896267222496,new bias
communities,0.082497850952428,MLP,similar_v1,0.708993670643404,new bias
communities,0.077814796521008,MLP,similar_v2,0.645818498787328,new bias
communities,0.08069994532435,MLP,multi_v1,0.69788162197551,new bias
communities,0.071741127445888,MLP,multi_v2,0.671146568405109,new bias
